u;v;oneway;highway;name;length;maxspeed
56397508;56348027;False;residential;Woodbrook Road;31.059;25 mph
56529331;56738759;False;residential;Alabama Street;31.1;25 mph
56738759;56529331;False;residential;Alabama Street;31.1;25 mph
56719738;56746272;False;residential;12th Street North;31.102;25 mph
56746272;56719738;False;residential;12th Street North;31.102;25 mph
371304681;2046029656;False;residential;Nob Hill Drive;31.157;25 mph
2046029656;371304681;False;residential;Nob Hill Drive;31.157;25 mph
56718679;56765147;False;residential;32nd Street North;31.169;25 mph
56765147;56718679;False;residential;32nd Street North;31.169;25 mph
56749156;1937914634;False;residential;Avenue F;31.22;25 mph
1937914634;56749156;False;residential;Avenue F;31.22;25 mph
56425784;56647435;False;residential;33rd Street North;31.29;25 mph
56647435;56425784;False;residential;33rd Street North;31.29;25 mph
56336447;56336449;False;residential;12th Avenue North;31.382;25 mph
56336449;56336447;False;residential;12th Avenue North;31.382;25 mph
3474107693;3474107701;False;residential;Bangkok Circle;31.411;25 mph
3474107701;3474107693;False;residential;Bangkok Circle;31.411;25 mph
56365223;56373183;False;residential;Larch Avenue Southwest;31.415;25 mph
56373183;56365223;False;residential;Larch Avenue Southwest;31.415;25 mph
56361979;56361980;False;residential;16th Street North;31.43;25 mph
56361980;56361979;False;residential;16th Street North;31.43;25 mph
56260930;3637877772;False;residential;22nd Street;31.437;25 mph
3637877772;56260930;False;residential;22nd Street;31.437;25 mph
56296404;56296405;False;residential;;31.438;25 mph
56296405;56296404;False;residential;;31.438;25 mph
56361676;56361980;False;residential;N 14th Avenue N;31.449;25 mph
56361980;56361676;False;residential;N 14th Avenue N;31.449;25 mph
56419319;3703251905;False;residential;Maryland Avenue;31.452;25 mph
3703251905;56419319;False;residential;Maryland Avenue;31.452;25 mph
56628052;56753920;False;residential;Avenue X;31.484;25 mph
56753920;56628052;False;residential;Avenue X;31.484;25 mph
56495778;56832476;False;residential;Mitchell Street;31.618;25 mph
56832476;56495778;False;residential;Mitchell Street;31.618;25 mph
56717771;56717773;False;residential;9th Place;31.637;25 mph
56717773;56717771;False;residential;9th Place;31.637;25 mph
56393023;56797152;False;residential;Avenue I Alley;31.645;25 mph
56797152;56393023;False;residential;Avenue I Alley;31.645;25 mph
5249727605;5249727608;True;residential;;31.728;25 mph
56543017;56543018;False;residential;Northumberland Drive;31.789;25 mph
56543018;56543017;False;residential;Northumberland Drive;31.789;25 mph
56391646;56675014;False;residential;Avenue T;31.803;25 mph
56428689;56428691;False;residential;Blackburn Circle;31.803;25 mph
56428691;56428689;False;residential;Blackburn Circle;31.803;25 mph
56675014;56391646;False;residential;Avenue T;31.803;25 mph
56444606;56444611;False;residential;44th Street South;31.815;25 mph
56444611;56444606;False;residential;44th Street South;31.815;25 mph
56575702;56647511;False;residential;33rd Street North;31.906;25 mph
56647511;56575702;False;residential;33rd Street North;31.906;25 mph
56574202;56574206;False;residential;8th Alley North;31.913;25 mph
56574206;56574202;False;residential;8th Alley North;31.913;25 mph
56687753;56716602;False;residential;Court I;31.913;25 mph
56716602;56687753;False;residential;Court I;31.913;25 mph
56278930;56278931;False;residential;;31.973;25 mph
56278931;56278930;False;residential;;31.973;25 mph
56361818;56405937;False;residential;Access Road;31.994;25 mph
56405937;56361818;False;residential;Access Road;31.994;25 mph
56332711;56332712;False;residential;Rhodes Alley Northeast;31.996;25 mph
56332712;56332711;False;residential;Rhodes Alley Northeast;31.996;25 mph
1942710870;1942710959;False;residential;12th Avenue South;31.996;25 mph
1942710959;1942710870;False;residential;12th Avenue South;31.996;25 mph
56322500;56322502;False;residential;Oak Grove Road South;32.016;25 mph
56322502;56322500;False;residential;Oak Grove Road South;32.016;25 mph
56343987;56343988;False;residential;40th Avenue North;32.078;25 mph
56343988;56343987;False;residential;40th Avenue North;32.078;25 mph
56305099;56305102;False;residential;;32.089;25 mph
56305102;56305099;False;residential;;32.089;25 mph
56406017;56406019;False;residential;18th Street North;32.089;25 mph
56406019;56406017;False;residential;18th Street North;32.089;25 mph
56398731;56647366;False;residential;33rd Street North;32.117;25 mph
56647366;56398731;False;residential;33rd Street North;32.117;25 mph
56359576;56359579;False;residential;Burgin Avenue;32.147;25 mph
56359579;56359576;False;residential;Burgin Avenue;32.147;25 mph
56652077;56695798;False;residential;Joppa Avenue;32.17;25 mph
56695798;56652077;False;residential;Joppa Avenue;32.17;25 mph
56617077;56617095;False;residential;4th Court West;32.173;25 mph
56617095;56617077;False;residential;4th Court West;32.173;25 mph
56336474;465145615;False;residential;12th Avenue North;32.175;25 mph
465145615;56336474;False;residential;12th Avenue North;32.175;25 mph
56525358;56596303;False;residential;Hemlock Avenue Southwest;32.207;25 mph
56596303;56525358;False;residential;Hemlock Avenue Southwest;32.207;25 mph
56385931;56385933;False;residential;34th Street North;32.248;25 mph
56385933;56385931;False;residential;34th Street North;32.248;25 mph
56359566;56359569;False;residential;Burgin Avenue;32.282;25 mph
56359569;56359566;False;residential;Burgin Avenue;32.282;25 mph
56513084;56513088;False;residential;10th Avenue North;32.309;25 mph
56513088;56513084;False;residential;10th Avenue North;32.309;25 mph
56601777;56821654;False;residential;Hale Avenue North;32.348;25 mph
56821654;56601777;False;residential;Hale Avenue North;32.348;25 mph
56722901;56834708;False;residential;29th Street N;32.527;25 mph
56834708;56722901;False;residential;29th Street N;32.527;25 mph
56342507;699402974;False;residential;10th Street West;32.541;25 mph
699402974;56342507;False;residential;10th Street West;32.541;25 mph
56646205;56646223;False;residential;14th Court North;32.603;25 mph
56646223;56646205;False;residential;14th Court North;32.603;25 mph
56608676;56608760;False;residential;42nd Street North;32.618;25 mph
56608760;56608676;False;residential;42nd Street North;32.618;25 mph
56665279;56665282;False;residential;58th Street;32.657;25 mph
56665282;56665279;False;residential;58th Street;32.657;25 mph
56545151;56545153;False;residential;Mountaindale Alley North;32.666;25 mph
56545153;56545151;False;residential;Mountaindale Alley North;32.666;25 mph
56527991;56528034;False;residential;Covington Avenue;32.73;25 mph
56528034;56527991;False;residential;Covington Avenue;32.73;25 mph
56422625;56422628;False;residential;4th Avenue North;32.743;25 mph
56422628;56422625;False;residential;4th Avenue North;32.743;25 mph
56483856;56621788;False;residential;22nd Place;32.744;25 mph
56621788;56483856;False;residential;22nd Place;32.744;25 mph
56479745;56550856;False;residential;Madison Avenue;32.769;25 mph
56550856;56479745;False;residential;Madison Avenue;32.769;25 mph
56323793;56323797;False;residential;Maury Avenue;32.811;25 mph
56323797;56323793;False;residential;Maury Avenue;32.811;25 mph
3643218323;3643218327;False;residential;Penny Lane;32.823;25 mph
3643218327;3643218323;False;residential;Penny Lane;32.823;25 mph
5263695448;5263695449;False;residential;;32.869;25 mph
5263695449;5263695448;False;residential;;32.869;25 mph
56645161;56645183;False;residential;College Avenue Southwest;32.884;25 mph
56645183;56645161;False;residential;College Avenue Southwest;32.884;25 mph
56365228;56365231;False;residential;38th Street Southwest;32.914;25 mph
56365231;56365228;False;residential;38th Street Southwest;32.914;25 mph
56637445;56649814;False;residential;37th Street North;32.936;25 mph
56649814;56637445;False;residential;37th Street North;32.936;25 mph
56395447;5163591734;False;residential;Crest Road South;32.945;25 mph
5163591734;56395447;False;residential;Crest Road South;32.945;25 mph
56449193;371304930;False;residential;Industrial Drive;32.995;25 mph
371304930;56449193;False;residential;Industrial Drive;32.995;25 mph
56516478;56531807;False;residential;Seattle Street;33.025;25 mph
56531807;56516478;False;residential;Seattle Street;33.025;25 mph
56753348;56753351;False;residential;Avenue U;33.025;25 mph
56753351;56753348;False;residential;Avenue U;33.025;25 mph
56371338;56487360;False;residential;Avenue G;33.031;25 mph
56487360;56371338;False;residential;Avenue G;33.031;25 mph
56264864;56264879;False;residential;25th Street Southwest;33.088;25 mph
56264879;56264864;False;residential;25th Street Southwest;33.088;25 mph
56337966;56337969;False;residential;Burdick Circle;33.094;25 mph
56337969;56337966;False;residential;Burdick Circle;33.094;25 mph
56760810;5004196979;False;residential;20th Street;33.114;25 mph
5004196979;56760810;False;residential;20th Street;33.114;25 mph
371305481;371305482;False;residential;Globe Street;33.125;25 mph
371305482;371305481;False;residential;Globe Street;33.125;25 mph
56495830;56495832;False;residential;Maple Avenue;33.155;25 mph
56495832;56495830;False;residential;Maple Avenue;33.155;25 mph
56365236;56409339;False;residential;Park Avenue Southwest;33.232;25 mph
56409339;56365236;False;residential;Park Avenue Southwest;33.232;25 mph
56426744;56426746;False;residential;36th Street North;33.293;25 mph
56426746;56426744;False;residential;36th Street North;33.293;25 mph
56383793;56383798;False;residential;15th Court North;33.309;25 mph
56383798;56383793;False;residential;15th Court North;33.309;25 mph
56330617;56669335;False;residential;Stouts Road;33.371;25 mph
56669335;56330617;False;residential;Stouts Road;33.371;25 mph
56699864;56752879;False;residential;Avenue S;33.377;25 mph
56752879;56699864;False;residential;Avenue S;33.377;25 mph
56780569;56780570;False;residential;16th Street;33.379;25 mph
56780570;56780569;False;residential;16th Street;33.379;25 mph
3629337972;3629337973;False;residential;6th Terrace North;33.383;25 mph
3629337973;3629337972;False;residential;6th Terrace North;33.383;25 mph
56556801;56758595;False;residential;Wildwood Crossings;33.404;25 mph
56758595;56556801;False;residential;Wildwood Crossings;33.404;25 mph
56477793;56633233;False;residential;72nd Street South;33.424;25 mph
56633233;56477793;False;residential;72nd Street South;33.424;25 mph
2349727984;4222277113;False;residential;;33.444;25 mph
4222277113;2349727984;False;residential;;33.444;25 mph
56747878;56772365;False;residential;25th Street;33.476;25 mph
56772365;56747878;False;residential;25th Street;33.476;25 mph
56448544;1928049936;False;residential;2nd Place West;33.479;25 mph
1928049936;56448544;False;residential;2nd Place West;33.479;25 mph
56262449;56335024;False;residential;31st Place North;33.48;25 mph
56335024;56262449;False;residential;31st Place North;33.48;25 mph
56334619;56334621;False;residential;9th Alley North;33.495;25 mph
56334621;56334619;False;residential;9th Alley North;33.495;25 mph
5249727603;5249727605;True;residential;;33.502;25 mph
56705212;56780994;False;residential;40th Place North;33.57;25 mph
56780994;56705212;False;residential;40th Place North;33.57;25 mph
61004875;61021821;False;residential;;33.57;25 mph
61021821;61004875;False;residential;;33.57;25 mph
56478424;56564842;False;residential;39th Avenue West;33.572;25 mph
56564842;56478424;False;residential;39th Avenue West;33.572;25 mph
56483863;56483867;False;residential;Eufaula Avenue;33.576;25 mph
56483867;56483863;False;residential;Eufaula Avenue;33.576;25 mph
56571930;1932790807;False;residential;26th Street Southwest;33.594;25 mph
1932790807;56571930;False;residential;26th Street Southwest;33.594;25 mph
56278931;56278933;False;residential;;33.598;25 mph
56278933;56278931;False;residential;;33.598;25 mph
56718679;56718682;False;residential;15th Avenue North;33.664;25 mph
56718682;56718679;False;residential;15th Avenue North;33.664;25 mph
56461108;56461109;False;residential;15th Street North;33.693;25 mph
56461109;56461108;False;residential;15th Street North;33.693;25 mph
56513127;56618767;False;residential;6th Street North;33.707;25 mph
56618767;56513127;False;residential;6th Street North;33.707;25 mph
56449193;371304929;False;residential;Industrial Drive;33.727;25 mph
371304929;56449193;False;residential;Industrial Drive;33.727;25 mph
56383791;56458972;False;residential;19th Street North;33.729;25 mph
56458972;56383791;False;residential;19th Street North;33.729;25 mph
56278949;56565512;False;residential;5th Street Southwest;33.768;25 mph
56565512;56278949;False;residential;5th Street Southwest;33.768;25 mph
56477629;56517317;False;residential;81st Place South;33.78;25 mph
56517317;56477629;False;residential;81st Place South;33.78;25 mph
56347631;56393716;False;residential;Georgia Road;33.83;25 mph
56393716;56347631;False;residential;Georgia Road;33.83;25 mph
56556799;56556801;True;residential;Wildwood Crossing;33.876;25 mph
56614336;371298681;False;residential;Progress Street;33.883;25 mph
371298681;56614336;False;residential;Progress Street;33.883;25 mph
56614983;5565392094;False;residential;5th Street North;33.915;25 mph
5565392094;56614983;False;residential;5th Street North;33.915;25 mph
56582661;56582664;False;residential;Lee Avenue Southwest;33.956;25 mph
56582664;56582661;False;residential;Lee Avenue Southwest;33.956;25 mph
56590909;56663067;False;residential;24th Avenue Northwest;33.96;25 mph
56663067;56590909;False;residential;24th Avenue Northwest;33.96;25 mph
56513547;56627745;False;residential;10th Avenue South;33.999;25 mph
56627745;56513547;False;residential;10th Avenue South;33.999;25 mph
56569896;56569900;False;residential;Rhodes Circle;34.014;25 mph
56569900;56569896;False;residential;Rhodes Circle;34.014;25 mph
56749527;56749529;False;residential;Avenue G;34.041;25 mph
56749529;56749527;False;residential;Avenue G;34.041;25 mph
56329465;56756997;False;residential;Fuller Street;34.057;25 mph
56756997;56329465;False;residential;Fuller Street;34.057;25 mph
56497869;56747107;False;residential;3rd Avenue South;34.104;25 mph
56747107;56497869;False;residential;3rd Avenue South;34.104;25 mph
56319046;56478971;False;residential;1st Street West;34.14;25 mph
56478971;56319046;False;residential;1st Street West;34.14;25 mph
56683850;3703665496;False;residential;7th North Avenue;34.172;25 mph
3703665496;56683850;False;residential;7th North Avenue;34.172;25 mph
56398738;56398739;False;residential;31st Avenue North;34.212;25 mph
56398739;56398738;False;residential;31st Avenue North;34.212;25 mph
56551619;56819734;False;residential;23rd Alley North;34.218;25 mph
56819734;56551619;False;residential;23rd Alley North;34.218;25 mph
56437885;56543488;False;residential;Madrid Alley;34.231;25 mph
56543488;56437885;False;residential;Madrid Alley;34.231;25 mph
56461387;56807848;False;residential;14th Place North;34.234;25 mph
56807848;56461387;False;residential;14th Place North;34.234;25 mph
56368887;56368896;False;residential;40th Street North;34.36;25 mph
56368896;56368887;False;residential;40th Street North;34.36;25 mph
56456393;56456420;False;residential;Albany Street;34.36;25 mph
56456420;56456393;False;residential;Albany Street;34.36;25 mph
56416619;56717644;False;residential;57th Street;34.398;25 mph
56717644;56416619;False;residential;57th Street;34.398;25 mph
56376900;56476457;False;residential;2nd Court North;34.4;25 mph
56476457;56376900;False;residential;2nd Court North;34.4;25 mph
56438287;56438289;False;residential;9th Street;34.413;25 mph
56438289;56438287;False;residential;9th Street;34.413;25 mph
56437059;56437062;False;residential;1st Avenue South;34.417;25 mph
56437062;56437059;False;residential;1st Avenue South;34.417;25 mph
56461620;56461621;False;residential;15th Street South;34.436;25 mph
56461621;56461620;False;residential;15th Street South;34.436;25 mph
56373564;56373575;False;residential;Glenview Drive;34.446;25 mph
56373575;56373564;False;residential;Glenview Drive;34.446;25 mph
56484463;56553821;False;residential;['Lomb Court', '31st Street'];34.457;25 mph
56553821;56484463;False;residential;['Lomb Court', '31st Street'];34.457;25 mph
56318120;56336382;False;residential;12th Avenue North;34.471;25 mph
56336382;56318120;False;residential;12th Avenue North;34.471;25 mph
56498980;56780922;False;residential;43rd Avenue North;34.474;25 mph
56780922;56498980;False;residential;43rd Avenue North;34.474;25 mph
56336196;56336198;False;residential;Fulton Avenue Southwest;34.475;25 mph
56336198;56336196;False;residential;Fulton Avenue Southwest;34.475;25 mph
56491181;56508204;False;residential;Trilby Street;34.506;25 mph
56508204;56491181;False;residential;Trilby Street;34.506;25 mph
56523828;56608655;False;residential;42nd Street North;34.508;25 mph
56608655;56523828;False;residential;42nd Street North;34.508;25 mph
56613157;56613165;False;residential;23rd Terrace South;34.561;25 mph
56613165;56613157;False;residential;23rd Terrace South;34.561;25 mph
56425841;56425842;False;residential;29th Avenue North;34.587;25 mph
56425842;56425841;False;residential;29th Avenue North;34.587;25 mph
56509253;56790428;False;residential;24th Avenue South;34.604;25 mph
56790428;56509253;False;residential;24th Avenue South;34.604;25 mph
56312058;56505785;False;residential;5th Avenue;34.69;25 mph
56505785;56312058;False;residential;5th Avenue;34.69;25 mph
4633159986;4633160093;False;residential;Rumble Ave;34.696;25 mph
4633160093;4633159986;False;residential;Rumble Ave;34.696;25 mph
56382968;56517677;False;residential;Ocala Street;34.733;25 mph
56517677;56382968;False;residential;Ocala Street;34.733;25 mph
56348265;56723715;False;residential;75th Street North;34.78;25 mph
56723715;56348265;False;residential;75th Street North;34.78;25 mph
56550105;56550107;False;residential;86th Place South;34.807;25 mph
56550107;56550105;False;residential;86th Place South;34.807;25 mph
56691385;56739232;False;residential;1st Street West;34.819;25 mph
56739232;56691385;False;residential;1st Street West;34.819;25 mph
56536190;56249374;True;residential;22nd Street South;34.859;25 mph
56385510;56459848;False;residential;16th Avenue South;34.874;25 mph
56459848;56385510;False;residential;16th Avenue South;34.874;25 mph
3474121528;3474121534;True;residential;Kingston Ridge;34.876;25 mph
56613174;56613177;False;residential;Center Way South;34.921;25 mph
56613177;56613174;False;residential;Center Way South;34.921;25 mph
56449558;56540064;False;residential;Madrid Avenue;34.986;25 mph
56540064;56449558;False;residential;Madrid Avenue;34.986;25 mph
56430237;56465080;False;residential;Crest Valley Way;35.026;25 mph
56465080;56430237;False;residential;Crest Valley Way;35.026;25 mph
56559093;56639592;False;residential;1st Street North;35.077;25 mph
56639592;56559093;False;residential;1st Street North;35.077;25 mph
56543004;56543008;False;residential;Northumberland Drive;35.078;25 mph
56543008;56543004;False;residential;Northumberland Drive;35.078;25 mph
56404327;56408414;False;residential;Cambridge Street;35.116;25 mph
56408414;56404327;False;residential;Cambridge Street;35.116;25 mph
56486777;56486785;False;residential;N 14th Avenue N;35.142;25 mph
56486785;56486777;False;residential;N 14th Avenue N;35.142;25 mph
56808886;56823199;False;residential;Valley Road;35.144;25 mph
56823199;56808886;False;residential;Valley Road;35.144;25 mph
56354340;56354343;False;residential;Interlaken Avenue;35.145;25 mph
56354343;56354340;False;residential;Interlaken Avenue;35.145;25 mph
56574201;56574202;False;residential;8th Alley North;35.195;25 mph
56574202;56574201;False;residential;8th Alley North;35.195;25 mph
56692370;56692375;False;residential;Tammy Anne Circle;35.195;25 mph
56692375;56692370;False;residential;Tammy Anne Circle;35.195;25 mph
56312093;56750444;False;residential;Avenue J;35.212;25 mph
56750444;56312093;False;residential;Avenue J;35.212;25 mph
56347051;56556941;False;residential;21st Avenue North;35.25;25 mph
56556941;56347051;False;residential;21st Avenue North;35.25;25 mph
56433385;56433386;False;residential;3rd Street South;35.341;25 mph
56433386;56433385;False;residential;3rd Street South;35.341;25 mph
56321807;371298410;False;residential;;35.353;25 mph
371298410;56321807;False;residential;;35.353;25 mph
56451070;56728113;False;residential;Chase Lane;35.356;25 mph
56728113;56451070;False;residential;Chase Lane;35.356;25 mph
56628015;56748743;False;residential;Avenue E;35.36;25 mph
56748743;56628015;False;residential;Avenue E;35.36;25 mph
56338739;56338742;False;residential;N Avenue;35.368;25 mph
56338742;56338739;False;residential;N Avenue;35.368;25 mph
61049416;3763200690;True;residential;;35.393;25 mph
56628076;56718887;False;residential;Alder Avenue;35.397;25 mph
56718887;56628076;False;residential;Alder Avenue;35.397;25 mph
56354066;56495354;False;residential;64th Street South;35.415;25 mph
56495354;56354066;False;residential;64th Street South;35.415;25 mph
56517643;56533200;False;residential;19th Street North;35.472;25 mph
56533200;56517643;False;residential;19th Street North;35.472;25 mph
56483856;56621790;False;residential;22nd Place;35.512;25 mph
56621790;56483856;False;residential;22nd Place;35.512;25 mph
2393333260;2393333264;False;residential;Wildwood Crossing;35.518;25 mph
2393333264;2393333260;False;residential;Wildwood Crossing;35.518;25 mph
56763145;56803507;False;residential;Q Avenue;35.547;25 mph
56803507;56763145;False;residential;Q Avenue;35.547;25 mph
56596253;371307441;False;residential;Todd Avenue Southwest;35.552;25 mph
371307441;56596253;False;residential;Todd Avenue Southwest;35.552;25 mph
56450585;56450586;False;residential;64th Place South;35.584;25 mph
56450586;56450585;False;residential;64th Place South;35.584;25 mph
56267995;56349419;False;residential;16th Avenue South;35.611;25 mph
56349419;56267995;False;residential;16th Avenue South;35.611;25 mph
56661222;56661229;False;residential;Madison Drive;35.627;25 mph
56661229;56661222;False;residential;Madison Drive;35.627;25 mph
56637455;56637457;False;residential;4th Court North;35.631;25 mph
56637457;56637455;False;residential;4th Court North;35.631;25 mph
56692296;56692308;False;residential;Erie Street;35.695;25 mph
56692308;56692296;False;residential;Erie Street;35.695;25 mph
56603895;56744018;False;residential;46th Street North;35.698;25 mph
56744018;56603895;False;residential;46th Street North;35.698;25 mph
56623887;56623894;False;residential;Princeton Avenue Southwest;35.75;25 mph
56623894;56623887;False;residential;Princeton Avenue Southwest;35.75;25 mph
56398737;56398738;False;residential;31st Avenue North;35.778;25 mph
56398738;56398737;False;residential;31st Avenue North;35.778;25 mph
56395545;56395546;False;residential;8th Street Southwest;35.805;25 mph
56395546;56395545;False;residential;8th Street Southwest;35.805;25 mph
56429721;56718557;False;residential;15th Avenue North;35.816;25 mph
56718557;56429721;False;residential;15th Avenue North;35.816;25 mph
56244482;56244484;False;residential;14th Street South;35.822;25 mph
56244484;56244482;False;residential;14th Street South;35.822;25 mph
56650664;56650665;False;residential;88th Street North;35.824;25 mph
56650665;56650664;False;residential;88th Street North;35.824;25 mph
3629337973;3629337974;False;residential;25th North Place;35.874;25 mph
3629337974;3629337973;False;residential;25th North Place;35.874;25 mph
56383775;56383776;False;residential;15th Court North;35.964;25 mph
56383776;56383775;False;residential;15th Court North;35.964;25 mph
56753235;56753238;False;residential;Avenue U;36.047;25 mph
56753238;56753235;False;residential;Avenue U;36.047;25 mph
56763145;56772364;False;residential;Q Avenue;36.052;25 mph
56772364;56763145;False;residential;Q Avenue;36.052;25 mph
56408410;56810492;False;residential;Buffalo Street;36.094;25 mph
56810492;56408410;False;residential;Buffalo Street;36.094;25 mph
56503331;56503337;False;residential;Old Pine Road;36.121;25 mph
56503337;56503331;False;residential;Old Pine Road;36.121;25 mph
56294182;56465539;False;residential;Oak Avenue Southwest;36.123;25 mph
56465539;56294182;False;residential;Oak Avenue Southwest;36.123;25 mph
3643218321;3643218323;False;residential;Abbey Road;36.129;25 mph
3643218323;3643218321;False;residential;Abbey Road;36.129;25 mph
56694808;56694811;False;residential;29th Street;36.138;25 mph
56694811;56694808;False;residential;29th Street;36.138;25 mph
56780969;56801736;False;residential;23rd Way North;36.157;25 mph
56801736;56780969;False;residential;23rd Way North;36.157;25 mph
56384969;56384970;False;residential;15th Street;36.165;25 mph
56384970;56384969;False;residential;15th Street;36.165;25 mph
56539960;56695798;False;residential;Joppa Avenue;36.19;25 mph
56695798;56539960;False;residential;Joppa Avenue;36.19;25 mph
56371233;56371238;False;residential;Ingram Avenue;36.248;25 mph
56371238;56371233;False;residential;Ingram Avenue;36.248;25 mph
56475527;56475528;False;residential;Kimberly Avenue;36.25;25 mph
56475528;56475527;False;residential;Kimberly Avenue;36.25;25 mph
2383612791;56499776;True;residential;London Parkway;36.287;25 mph
56405193;56646405;False;residential;4th Place North;36.371;25 mph
56646405;56405193;False;residential;4th Place North;36.371;25 mph
56262494;56262495;False;residential;;36.388;25 mph
56262495;56262494;False;residential;;36.388;25 mph
56314983;56529746;False;residential;Gene Reed Road;36.389;25 mph
56529746;56314983;False;residential;Gene Reed Road;36.389;25 mph
56526161;56526167;False;residential;Sunrise Drive;36.423;25 mph
56526167;56526161;False;residential;Sunrise Drive;36.423;25 mph
56367848;56397028;False;residential;Oxmoor Circle;36.466;25 mph
56397028;56367848;False;residential;Oxmoor Circle;36.466;25 mph
56427524;56750691;False;residential;45th Street;36.516;25 mph
56750691;56427524;False;residential;45th Street;36.516;25 mph
56376752;56819494;False;residential;2nd Alley;36.525;25 mph
56819494;56376752;False;residential;2nd Alley;36.525;25 mph
56252719;56342072;False;residential;38th Street Southwest;36.542;25 mph
56342072;56252719;False;residential;38th Street Southwest;36.542;25 mph
56405157;56478889;False;residential;6th Street North;36.571;25 mph
56478889;56405157;False;residential;6th Street North;36.571;25 mph
56341167;56341187;False;residential;16th Way Southwest;36.583;25 mph
56341187;56341167;False;residential;16th Way Southwest;36.583;25 mph
56772890;56772891;False;residential;6th Alley North;36.584;25 mph
56772891;56772890;False;residential;6th Alley North;36.584;25 mph
56295828;56295830;False;residential;;36.59;25 mph
56295830;56295828;False;residential;;36.59;25 mph
56321612;56360693;False;residential;30th Place North;36.602;25 mph
56360693;56321612;False;residential;30th Place North;36.602;25 mph
56458000;56613105;False;residential;Linden Drive;36.609;25 mph
56613105;56458000;False;residential;Linden Drive;36.609;25 mph
56534906;56534907;False;residential;7th Avenue West;36.674;25 mph
56534907;56534906;False;residential;7th Avenue West;36.674;25 mph
56341918;56444181;False;residential;40th Court North;36.678;25 mph
56444181;56341918;False;residential;40th Court North;36.678;25 mph
56385894;56385896;False;residential;34th Street North;36.689;25 mph
56385896;56385894;False;residential;34th Street North;36.689;25 mph
56315994;56801665;False;residential;Robin Lane;36.709;25 mph
56801665;56315994;False;residential;Robin Lane;36.709;25 mph
56385474;56690918;False;residential;6th Court South;36.717;25 mph
56690918;56385474;False;residential;6th Court South;36.717;25 mph
56478813;56504005;False;residential;Carol Drive;36.753;25 mph
56504005;56478813;False;residential;Carol Drive;36.753;25 mph
56449875;56449876;False;residential;15th Place Southwest;36.813;25 mph
56449876;56449875;False;residential;15th Place Southwest;36.813;25 mph
56425214;56749156;False;residential;3rd Place;36.82;25 mph
56749156;56425214;False;residential;3rd Place;36.82;25 mph
56280803;56459836;False;residential;8th Avenue South;36.942;25 mph
56459836;56280803;False;residential;8th Avenue South;36.942;25 mph
56328661;56376063;False;residential;52nd Avenue North;36.98;25 mph
56376063;56328661;False;residential;52nd Avenue North;36.98;25 mph
56593581;56593583;False;residential;Sunhill Road Northwest;37.028;25 mph
56593583;56593581;False;residential;Sunhill Road Northwest;37.028;25 mph
56425840;56502328;False;residential;F L Shuttlesworth Drive;37.061;25 mph
56502328;56425840;False;residential;F L Shuttlesworth Drive;37.061;25 mph
56478267;56681970;False;residential;Hann Drive;37.062;25 mph
56681970;56478267;False;residential;Hann Drive;37.062;25 mph
56334664;56598297;False;residential;6th Street North;37.073;25 mph
56598297;56334664;False;residential;6th Street North;37.073;25 mph
56562207;56659672;False;residential;Shelton Street;37.149;25 mph
56659672;56562207;False;residential;Shelton Street;37.149;25 mph
56387185;56705595;False;residential;Seattle Street;37.217;25 mph
56705595;56387185;False;residential;Seattle Street;37.217;25 mph
56274323;56274327;True;residential;;37.224;25 mph
56497055;3712736463;False;residential;64th Street North;37.228;25 mph
3712736463;56497055;False;residential;64th Street North;37.228;25 mph
56480761;56480815;False;residential;Idlewild Circle;37.25;25 mph
56480815;56480761;False;residential;Idlewild Circle;37.25;25 mph
56508909;56508910;False;residential;Chevelle Street;37.254;25 mph
56508910;56508909;False;residential;Chevelle Street;37.254;25 mph
56282328;56282330;False;residential;;37.273;25 mph
56282330;56282328;False;residential;;37.273;25 mph
56330768;56626665;False;residential;24th Street North;37.353;25 mph
56626665;56330768;False;residential;24th Street North;37.353;25 mph
56371293;56371295;False;residential;13th Place North;37.383;25 mph
56371295;56371293;False;residential;13th Place North;37.383;25 mph
56507804;56507805;False;residential;Elm Street Southwest;37.444;25 mph
56507805;56507804;False;residential;Elm Street Southwest;37.444;25 mph
56433431;56433433;False;residential;3rd Street South;37.474;25 mph
56433433;56433431;False;residential;3rd Street South;37.474;25 mph
56507997;56545994;False;residential;51st Avenue North;37.514;25 mph
56545994;56507997;False;residential;51st Avenue North;37.514;25 mph
56531709;56649478;False;residential;Martin Drive;37.571;25 mph
56649478;56531709;False;residential;Martin Drive;37.571;25 mph
56649654;56649664;False;residential;Steiner Avenue Southwest;37.576;25 mph
56649664;56649654;False;residential;Steiner Avenue Southwest;37.576;25 mph
56595752;56727212;False;residential;A Hanes Boulevard;37.583;25 mph
56727212;56595752;False;residential;A Hanes Boulevard;37.583;25 mph
56391633;56796599;False;residential;U Court;37.596;25 mph
56796599;56391633;False;residential;U Court;37.596;25 mph
56558707;56558709;False;residential;2nd Court North;37.597;25 mph
56558709;56558707;False;residential;2nd Court North;37.597;25 mph
5263695481;5263695482;False;residential;;37.624;25 mph
5263695482;5263695481;False;residential;;37.624;25 mph
56451287;56451291;False;residential;11th Avenue;37.656;25 mph
56451291;56451287;False;residential;11th Avenue;37.656;25 mph
