osmid;x;y;highway
56244474;-86.803186;33.494317;
56244477;-86.803211;33.493585;
56244479;-86.80322;33.492393;
56244481;-86.803223;33.491532;
56244482;-86.803217;33.491045;
56244484;-86.803229;33.490723;
56244486;-86.803501;33.490307;
56244498;-86.812244;33.507845;
56244500;-86.8116093;33.5069142;
56244502;-86.8109977;33.5060081;
56244506;-86.810382;33.505096;
56244511;-86.809769;33.504195;
56244515;-86.8090007;33.503048;
56244517;-86.80822;33.501896;
56244519;-86.80749;33.500824;
56244520;-86.807402;33.500695;
56244523;-86.80558;33.498021;
56244526;-86.8046435;33.4966365;
56244534;-86.803957;33.49494;
56244537;-86.8038273;33.4945416;
56244544;-86.804236;33.4947;
56244547;-86.802928;33.49046;
56244551;-86.7925616;33.4951799;
56244555;-86.7930164;33.494488;
56244572;-86.793482;33.489686;
56244575;-86.793157;33.488753;
56244583;-86.796354;33.503428;
56244584;-86.7958027;33.5026402;
56244588;-86.7953624;33.5019777;
56244591;-86.7945865;33.5008363;traffic_signals
56244595;-86.7939092;33.4998461;
56244601;-86.7932323;33.4988354;
56244606;-86.7929219;33.498379;
56244608;-86.7925736;33.4978315;
56244611;-86.7925412;33.4976005;
56244614;-86.7925773;33.496573;
56244616;-86.7925583;33.4960681;
56244628;-86.801867;33.511544;
56244635;-86.8012492;33.5106458;
56244642;-86.800626;33.509732;
56244647;-86.800015;33.508832;
56244650;-86.799238;33.507685;
56244658;-86.798464;33.506523;
56244662;-86.79769;33.505395;
56244666;-86.797253;33.504748;
56244667;-86.796621;33.503814;
56244685;-86.863825;33.531816;
56244698;-86.862309;33.532296;
56244699;-86.862256;33.53219;
56244750;-86.8445504;33.4998377;
56244764;-86.845824;33.500287;
56244790;-86.867232;33.459766;
56244792;-86.867429;33.459398;
56244800;-86.866811;33.45861;
56244808;-86.866036;33.457586;
56244812;-86.866092;33.456691;
56244816;-86.86809;33.454907;
56245026;-86.8786251;33.510607;
56245028;-86.8783132;33.510777;
56245040;-86.874757;33.512497;motorway_junction
56245050;-86.876367;33.510489;
56245055;-86.876483;33.51079;
56245060;-86.874458;33.512411;
56245234;-86.8019398;33.5272993;motorway_junction
56245357;-86.78287;33.48431;
56245374;-86.776739;33.484305;
56245375;-86.774531;33.484868;
56245380;-86.774391;33.485134;
56245413;-86.8158335;33.4997768;
56245430;-86.8146306;33.5015858;motorway_junction
56245643;-86.659032;33.594004;motorway_junction
56245772;-86.65976;33.5891072;
56245789;-86.774703;33.571463;
56245792;-86.775704;33.571936;
56245833;-86.81717;33.471553;
56245839;-86.817495;33.471159;
56245847;-86.818826;33.470028;
56245852;-86.819747;33.469189;
56245865;-86.818279;33.469656;
56245872;-86.817662;33.469932;
56245892;-86.814751;33.471252;
56245897;-86.818008;33.469453;traffic_signals
56245898;-86.81811;33.469531;traffic_signals
56245950;-86.902736;33.472035;
56246115;-86.817515;33.538034;
56246170;-86.84562;33.521679;
56246176;-86.840854;33.5216184;
56246451;-86.895931;33.453818;
56246479;-86.8959;33.452947;
56246512;-86.723077;33.5703739;
56246902;-86.849448;33.529912;
56246908;-86.850496;33.529187;
56247206;-86.8276361;33.4451208;
56247234;-86.841285;33.443288;
56247235;-86.841398;33.443255;
56247237;-86.841851;33.443168;
56247238;-86.842305;33.443171;
56247391;-86.8012109;33.5332937;
56247665;-86.8312119;33.5198477;motorway_junction
56247970;-86.90372;33.479048;
56248005;-86.900748;33.479545;
56248019;-86.899773;33.479861;
56248027;-86.897722;33.482577;
56248392;-86.727319;33.560323;
56248436;-86.69461;33.450794;
56248630;-86.6424309;33.5807588;
56248727;-86.701918;33.5847488;
56248729;-86.6972601;33.586817;
56248820;-86.916062;33.518348;
56248821;-86.915942;33.51829;
56248886;-86.926197;33.52717;
56248897;-86.924602;33.527136;
56248908;-86.916266;33.520139;
56248948;-86.808172;33.52356;
56248951;-86.8086266;33.5236739;
56248962;-86.8114715;33.5225041;motorway_junction
56249369;-86.7899821;33.5017641;
56249370;-86.7894156;33.5001857;
56249371;-86.789108;33.498267;motorway_junction
56249374;-86.788962;33.501296;
56249603;-86.834215;33.474898;
56249610;-86.83436;33.476281;
56249614;-86.808961;33.550323;
56249616;-86.808894;33.550083;
56249618;-86.808798;33.549746;
56250122;-86.909292;33.515106;
56250130;-86.915782;33.512805;
56250150;-86.847297;33.510342;
56250154;-86.846282;33.510505;
56250416;-86.726329;33.446306;motorway_junction
56250469;-86.728108;33.440848;traffic_signals
56250489;-86.933756;33.503579;
56250502;-86.930825;33.50379;
56250503;-86.930835;33.503377;
56251048;-86.899936;33.48941;
56251160;-86.619888;33.480611;
56251161;-86.618193;33.479573;
56251223;-86.860852;33.547505;
56251225;-86.860548;33.547247;
56251229;-86.868091;33.544204;
56251230;-86.86811;33.543746;
56251390;-86.8494481;33.5223854;
56251391;-86.850276;33.521576;
56251398;-86.85284;33.520907;
56251508;-86.73561;33.619181;
56251511;-86.734208;33.619393;
56251538;-86.7343934;33.5619769;motorway_junction
56251543;-86.731355;33.5631104;
56251740;-86.72602;33.565979;
56252035;-86.882593;33.508685;
56252041;-86.882967;33.508519;traffic_signals
56252044;-86.883104;33.508453;traffic_signals
56252053;-86.885877;33.507326;traffic_signals
56252055;-86.886028;33.507314;traffic_signals
56252062;-86.887719;33.505733;
56252103;-86.8766699;33.4818705;
56252115;-86.8755509;33.4818455;
56252154;-86.8783069;33.5106179;
56252163;-86.87823;33.510483;
56252315;-86.822892;33.46761;
56252470;-86.821332;33.5366;
56252505;-86.830264;33.521433;
56252719;-86.895942;33.452171;
56252720;-86.896978;33.4512817;
56253085;-86.74292;33.537399;
56253087;-86.742326;33.537602;
56253104;-86.7630121;33.546363;motorway_junction
56253106;-86.7594407;33.5440721;
56253108;-86.7565825;33.5437431;
56253116;-86.848853;33.521653;
56254080;-86.803053;33.533334;
56254139;-86.88097;33.48563;
56254153;-86.816775;33.47556;
56254522;-86.700105;33.587405;
56254529;-86.699303;33.586411;
56254539;-86.690625;33.583632;
56254546;-86.6905522;33.5815183;
56254749;-86.73727;33.642279;
56254766;-86.740326;33.638278;
56254958;-86.7996235;33.521493;motorway_junction
56254964;-86.799395;33.522154;
56255011;-86.899465;33.498697;motorway_junction
56255024;-86.901639;33.498748;
56255043;-86.901951;33.499107;
56256009;-86.783852;33.501223;
56256031;-86.784359;33.501643;
56256069;-86.823554;33.533068;
56256073;-86.785268;33.500633;
56256125;-86.816162;33.530707;
56256143;-86.809509;33.550338;
56256145;-86.808114;33.5503;
56256193;-86.744458;33.54262;
56256805;-86.798231;33.54218;
56256838;-86.823422;33.530872;
56256847;-86.818055;33.529859;
56256851;-86.816919;33.529837;
56256904;-86.7596468;33.5448277;motorway_junction
56256919;-86.7593477;33.5463526;
56257075;-86.930859;33.501674;
56257077;-86.930864;33.501137;
56257829;-86.8507831;33.5298724;traffic_signals
56257833;-86.8506;33.529778;traffic_signals
56257855;-86.855162;33.520183;motorway_junction
56257913;-86.850362;33.519438;
56257921;-86.849957;33.5189;
56258118;-86.821827;33.47524;
56258123;-86.821412;33.474593;
56258275;-86.7918327;33.4951738;
56258290;-86.790391;33.493837;
56258304;-86.7908561;33.4935772;
56258316;-86.791743;33.493326;
56258336;-86.791906;33.492657;
56258654;-86.7829618;33.5464342;motorway_junction
56258667;-86.7804835;33.5498269;
56259116;-86.6308971;33.4964766;
56259513;-86.928779;33.446494;
56259586;-86.87034;33.468832;
56259602;-86.872232;33.468871;
56259608;-86.873203;33.468893;
56259617;-86.87424;33.468919;
56259629;-86.81288;33.560094;
56260090;-86.742608;33.51786;
56260095;-86.743148;33.518365;
56260753;-86.898042;33.450411;
56260930;-86.891794;33.506704;
56260996;-86.893783;33.500608;
56261026;-86.900801;33.499671;
56261056;-86.686736;33.563219;
56261087;-86.704572;33.581148;
56261091;-86.705077;33.581746;
56261179;-86.818141;33.471635;
56261186;-86.819909;33.469996;
56261205;-86.816147;33.469529;
56261890;-86.784731;33.503332;
56261896;-86.784063;33.503192;
56261945;-86.766345;33.546702;
56262057;-86.785073;33.499723;
56262082;-86.785168;33.500107;
56262119;-86.760233;33.547894;
56262150;-86.78215;33.484007;
56262178;-86.739651;33.542885;
56262185;-86.6169251;33.5084545;
56262449;-86.803087;33.541798;
56262468;-86.804273;33.541702;
56262494;-86.790813;33.541742;
56262495;-86.790457;33.541604;
56262562;-86.82722;33.495139;
56262563;-86.826237;33.495628;
56262602;-86.829365;33.494874;
56262609;-86.829987;33.495776;
56262674;-86.893535;33.48059;
56262713;-86.822291;33.529356;
56263132;-86.864313;33.455638;
56263143;-86.850702;33.452187;
56263180;-86.8557996;33.4508254;
56263208;-86.707518;33.630202;
56263219;-86.850937;33.530431;
56263292;-86.843443;33.549242;
56263295;-86.843473;33.55031;
56263650;-86.922467;33.528776;
56264101;-86.820871;33.536006;
56264130;-86.817255;33.534892;
56264208;-86.725327;33.439619;
56264250;-86.846373;33.518842;
56264252;-86.846198;33.519005;
56264258;-86.845595;33.519469;
56264267;-86.846826;33.519193;
56264268;-86.846197;33.519118;
56264405;-86.8742298;33.468455;
56264632;-86.756246;33.536364;
56264634;-86.752906;33.537746;
56264635;-86.752656;33.537846;
56264682;-86.850079;33.529387;
56264864;-86.876072;33.46369;
56264879;-86.876094;33.463393;
56265373;-86.906163;33.500225;
56265378;-86.899839;33.497918;
56265486;-86.701654;33.656938;
56265525;-86.753633;33.544484;
56265544;-86.654315;33.568398;
56265548;-86.654337;33.568856;
56265575;-86.7052175;33.4913427;
56265578;-86.7044956;33.4909747;
56265584;-86.7073722;33.4923539;
56265613;-86.842229;33.4666;
56265617;-86.842028;33.461391;
56265621;-86.822194;33.469047;
56265622;-86.8231314;33.4690439;
56265633;-86.822198;33.46853;
56265642;-86.822201;33.468033;
56265645;-86.822949;33.468033;
56265767;-86.86572;33.506557;
56266014;-86.7910825;33.5087594;
56266028;-86.791909;33.508476;
56266030;-86.791745;33.508253;
56266035;-86.7898064;33.5092434;
56266037;-86.789921;33.509411;
56266041;-86.79005;33.5095899;
56266060;-86.7923559;33.5110807;
56266371;-86.7826116;33.4975075;
56266382;-86.784329;33.495958;
56266391;-86.78403;33.496398;
56266416;-86.782749;33.497096;
56266419;-86.782128;33.497199;
56266457;-86.754728;33.544826;
56266458;-86.753567;33.545493;
56266510;-86.758592;33.528892;
56266511;-86.759407;33.52951;
56266541;-86.780208;33.498368;
56266574;-86.758317;33.539296;
56266577;-86.759186;33.537149;
56266583;-86.804395;33.520663;
56266662;-86.742286;33.542955;
56266772;-86.821398;33.513333;
56266775;-86.8232243;33.5150018;
56266829;-86.806971;33.540757;
56266877;-86.798997;33.541676;
56267032;-86.870086;33.486702;
56267061;-86.887119;33.478527;
56267163;-86.7209634;33.5338274;
56267202;-86.883172;33.484533;
56267418;-86.84235;33.550263;
56267598;-86.85076;33.49577;
56267847;-86.735592;33.619821;
56267872;-86.734808;33.620472;
56267897;-86.736916;33.619741;
56267908;-86.923577;33.501699;
56267924;-86.92214;33.501686;
56267995;-86.803987;33.491028;
56268020;-86.804863;33.490537;
56268145;-86.801663;33.556955;
56268342;-86.8243069;33.5216937;
56268456;-86.819561;33.534506;
56268695;-86.847471;33.519728;
56268700;-86.847907;33.518692;
56268705;-86.845966;33.518538;
56268713;-86.846821;33.517711;
56268885;-86.874219;33.467962;
56269546;-86.753344;33.538565;
56269680;-86.814979;33.519886;
56270106;-86.850634;33.44645;
56270107;-86.851238;33.446454;
56270114;-86.8039383;33.5319926;
56270237;-86.879881;33.509558;motorway_junction
56270256;-86.883306;33.508744;
56270264;-86.874294;33.506829;
56270976;-86.6533949;33.564318;
56271322;-86.699748;33.593125;turning_circle
56272290;-87.112412;33.586319;
56273222;-86.784616;33.494408;
56273450;-86.906931;33.518849;
56273457;-86.906876;33.518592;
56273480;-86.782174;33.497864;
56273501;-86.761368;33.519242;
56273513;-86.759181;33.519255;
56273585;-86.8057753;33.5199984;
56273917;-86.827277;33.483151;
56273919;-86.827182;33.482908;
56273932;-86.827189;33.480548;
56273952;-86.825265;33.484009;
56273954;-86.825191;33.483784;
56273960;-86.826563;33.482059;motorway_junction
56274050;-86.8937876;33.4616394;
56274323;-86.791969;33.540332;
56274327;-86.79224;33.540106;
56274367;-86.822274;33.493696;
56274658;-86.81789;33.483493;
56274828;-86.827653;33.483038;
56274960;-86.796225;33.536551;
56275233;-86.850623;33.492739;
56275380;-86.700817;33.5848713;motorway_junction
56275382;-86.6971337;33.585456;
56275624;-86.695735;33.595155;
56275630;-86.695027;33.59474;
56275882;-86.903859;33.495483;
56275884;-86.903857;33.494447;
56275911;-86.88531;33.502072;
56275991;-86.878666;33.502431;
56276065;-86.830618;33.443159;
56276076;-86.831046;33.443129;
56276082;-86.871976;33.503751;
56276088;-86.87195;33.500891;
56276094;-86.87003;33.502223;
56276122;-86.841418;33.443106;
56276124;-86.841304;33.443097;
56276215;-86.7345087;33.5621867;
56276221;-86.732674;33.564015;
56276250;-86.921905;33.525247;
56276267;-86.921884;33.5277;
56276271;-86.800279;33.5217888;
56276280;-86.7998564;33.5219909;
56276314;-86.8005966;33.5253212;
56276679;-86.6458176;33.5889065;motorway_junction
56276753;-86.646917;33.594178;
56276844;-86.646997;33.594026;
56276869;-86.846774;33.501519;
56276921;-86.847893;33.517235;
56276923;-86.847891;33.516568;
56276932;-86.847874;33.515968;
56276936;-86.832499;33.488107;
56277398;-86.649275;33.563076;
56277761;-86.891949;33.486466;
56277865;-86.868392;33.502667;
56277917;-86.758469;33.53606;
56277918;-86.756607;33.536921;
56278109;-86.73213;33.534601;
56278347;-86.8540647;33.4445428;turning_circle
56278349;-86.8561935;33.4445249;
56278378;-86.867282;33.4391073;
56278380;-86.8672533;33.4388797;
56278649;-86.892086;33.500552;
56278701;-86.880354;33.499442;
56278891;-86.813615;33.542261;
56278911;-86.689175;33.608562;
56278930;-86.840607;33.50208;
56278931;-86.840804;33.502316;
56278933;-86.841011;33.502564;
56278949;-86.84134;33.502009;
56279036;-86.830875;33.529249;
56279047;-86.830875;33.528892;
56279910;-86.883487;33.527543;
56279911;-86.8823864;33.5278755;
56280085;-86.74397;33.539222;
56280088;-86.7446099;33.539982;
56280539;-86.792266;33.539682;
56280541;-86.792034;33.539513;
56280625;-86.797238;33.539869;
56280627;-86.797122;33.539413;
56280663;-86.809019;33.540481;
56280803;-86.826341;33.491768;
56280817;-86.829183;33.491622;
56280984;-86.8179781;33.4768552;
56280990;-86.8160709;33.4783437;
56281230;-86.86774;33.492575;
56281438;-86.889466;33.440775;
56281446;-86.6940105;33.5865313;
56281801;-86.747813;33.54495;
56281814;-86.820758;33.509714;
56282243;-86.8112959;33.5321477;
56282272;-86.848464;33.516576;
56282280;-86.844669;33.514254;
56282328;-86.834986;33.476295;
56282330;-86.835;33.47663;
56282740;-86.943674;33.532852;
56282994;-86.88959;33.487848;
56283616;-86.7882336;33.5018008;
56283622;-86.788422;33.502862;
56283719;-86.849541;33.51943;
56283732;-86.8459221;33.5208752;
56284010;-86.803297;33.499994;
56284011;-86.802599;33.500318;
56284013;-86.801932;33.500642;
56284140;-86.851686;33.500051;
56284335;-86.825384;33.484085;
56284339;-86.825351;33.484547;
56284349;-86.825013;33.487087;
56284366;-86.819406;33.510356;
56284731;-86.7803497;33.548435;
56284737;-86.7805042;33.5483564;
56284748;-86.832563;33.526548;
56284893;-86.863856;33.482272;
56285393;-86.827817;33.44473;
56285469;-86.894456;33.481132;
56285470;-86.894331;33.481054;
56285598;-86.81822;33.469433;
56285634;-86.743989;33.542917;
56285715;-86.737452;33.538373;
56285764;-86.684888;33.661209;
56285765;-86.684837;33.660806;
56286304;-86.8174702;33.4762764;
56286308;-86.8172266;33.476549;
56286319;-86.816554;33.475744;
56286324;-86.817555;33.473959;
56286349;-86.817262;33.473681;
56286355;-86.815742;33.47496;
56286358;-86.81564;33.475046;
56287181;-86.878472;33.498181;
56287280;-86.87869;33.50134;
56287317;-86.884584;33.494394;
56287523;-86.8487107;33.5230845;
56287549;-86.833004;33.52292;
56287713;-86.812852;33.498602;
56287942;-86.826429;33.506068;
56287960;-86.828076;33.504699;
56288063;-86.834328;33.474854;
56288073;-86.834546;33.476292;
56288081;-86.900263;33.479712;
56288540;-86.856933;33.482584;
56288656;-86.863098;33.477789;
56288779;-86.868405;33.501696;
56288781;-86.868382;33.500503;
56289220;-86.660058;33.62373;
56289473;-86.872521;33.602622;
56289635;-86.800999;33.499276;
56289640;-86.80213;33.499625;
56289694;-86.841856;33.505604;
56289697;-86.838701;33.506076;
56289807;-86.824999;33.532958;
56289956;-86.8166228;33.5414009;
56290155;-86.922144;33.502283;
56290397;-86.6931872;33.5869311;motorway_junction
56290407;-86.7094359;33.5801536;
56290409;-86.7071802;33.5822192;
56290812;-87.106315;33.558405;
56290831;-87.108813;33.560203;
56290836;-86.985461;33.538437;
56291490;-87.108109;33.560843;
56291542;-86.687368;33.612113;
56291635;-86.820993;33.475637;
56291636;-86.820482;33.475254;
56291638;-86.820899;33.474978;
56291639;-86.821307;33.475397;
56291743;-86.899271;33.4806;
56292633;-86.97412;33.470737;
56292846;-86.750641;33.543124;
56292923;-86.849472;33.520395;
56293011;-86.84991;33.520907;
56293087;-86.71382;33.599618;
56293088;-86.714899;33.599647;
56293090;-86.715983;33.59967;
56293352;-86.734286;33.616982;
56293354;-86.73408;33.618581;
56293426;-86.853292;33.603404;
56293428;-86.853492;33.599904;
56293430;-86.854528;33.598299;
56293445;-86.851192;33.598404;
56293772;-86.934714;33.499284;
56293824;-86.937371;33.4949;
56293832;-86.9480083;33.4918309;
56293914;-86.887429;33.49362;
56293997;-86.743061;33.544899;
56293998;-86.742632;33.544451;
56294182;-86.884661;33.452983;
56294466;-86.836117;33.458208;
56294468;-86.835693;33.458043;
56294922;-86.878225;33.488276;
56295083;-87.097453;33.581126;
56295084;-87.097353;33.581508;
56295151;-86.851171;33.441758;
56295153;-86.850525;33.441524;
56295156;-86.848924;33.441542;
56295273;-86.903168;33.498561;
56295580;-86.8768321;33.510503;
56295586;-86.878635;33.509545;
56295702;-86.825945;33.529412;motorway_junction
56295828;-86.715728;33.646069;
56295830;-86.71607;33.646234;
56296229;-86.844571;33.499663;
56296298;-86.830931;33.49944;
56296312;-86.842977;33.499755;
56296321;-86.842617;33.499353;
56296404;-86.694986;33.49806;
56296405;-86.694759;33.49785;
56296638;-86.784238;33.495903;
56296741;-86.895093;33.48043;
56296743;-86.894988;33.480342;
56296762;-86.879874;33.50931;
56296785;-86.881709;33.508048;
56296798;-86.881621;33.507821;
56296803;-86.730309;33.595342;
56296826;-86.678451;33.458261;
56297283;-86.877917;33.46192;
56297288;-86.876155;33.461872;
56297332;-86.82871;33.491612;
56297350;-86.669885;33.672869;
56297589;-86.808492;33.524057;
56297662;-86.727883;33.595414;
56297667;-86.726502;33.595196;
56297685;-86.848382;33.531067;
56297717;-86.854022;33.490167;
56297722;-86.854753;33.490876;
56298056;-86.787078;33.493915;
56298064;-86.78645;33.491833;
56298315;-86.864468;33.490851;
56298393;-86.874834;33.500216;
56298438;-86.927022;33.50842;
56298442;-86.927092;33.507807;
56298447;-86.925886;33.50775;
56298468;-86.777159;33.505102;
56298469;-86.77717;33.504551;
56298479;-86.7802608;33.5043707;
56298484;-86.780259;33.503453;
56298588;-86.7236762;33.6394642;
56299066;-86.829494;33.499415;
56299123;-86.835445;33.476571;
56299128;-86.835392;33.477147;
56299132;-86.62838;33.478287;
56299162;-86.630468;33.47768;
56300155;-86.813534;33.530918;
56300159;-86.813075;33.531329;
56300239;-86.82576;33.486133;motorway_junction
56300245;-86.827381;33.483493;
56300249;-86.8277175;33.4831148;
56300260;-86.867268;33.436718;
56300269;-86.86729;33.43761;
56300274;-86.868875;33.438074;
56300673;-86.673381;33.612311;
56301094;-86.920189;33.501047;
56301113;-86.902176;33.498832;
56301118;-86.837208;33.498513;
56301129;-86.837495;33.49935;
56301181;-86.859999;33.479213;
56301198;-86.860029;33.478261;
56301249;-86.837695;33.456519;
56301252;-86.837646;33.456428;
56301273;-86.83741;33.456732;
56301276;-86.837466;33.456798;
56301447;-86.889584;33.504531;motorway_junction
56301451;-86.88604;33.505726;traffic_signals
56301709;-86.778569;33.493727;
56302336;-86.7205428;33.534686;
56302339;-86.720124;33.534207;
56302378;-86.889732;33.449523;
56302384;-86.8268985;33.5438075;motorway_junction
56302385;-86.8264998;33.5411923;
56302389;-86.82643;33.5410387;
56302391;-86.8248131;33.5389067;
56302397;-86.825143;33.541912;
56302399;-86.8252139;33.5420436;
56302598;-86.817332;33.47159;
56302614;-86.761364;33.534739;
56302618;-86.760621;33.535079;
56302630;-86.888272;33.435854;
56302646;-86.9034511;33.4247233;turning_circle
56302684;-86.900278;33.434103;
56302854;-86.741795;33.545831;
56303078;-86.884716;33.470348;
56303094;-86.86416;33.490079;
56303472;-86.8423;33.495508;
56303476;-86.841369;33.495993;
56303487;-86.840502;33.496435;
56303517;-86.880856;33.499752;
56303553;-86.878811;33.49917;
56303560;-86.91482;33.507831;
56303561;-86.915408;33.507463;
56303566;-86.916251;33.506943;
56303571;-86.925896;33.507146;
56303583;-86.91986;33.507101;
56303726;-86.774751;33.504272;
56303733;-86.775849;33.503234;
56303818;-86.8288963;33.5507965;traffic_signals
56304101;-86.8303468;33.5503732;traffic_signals
56304127;-86.814119;33.500078;
56304150;-86.816813;33.498564;
56304152;-86.815447;33.499223;
56304154;-86.816739;33.495877;
56304167;-86.815221;33.498145;
56304182;-86.81548;33.498247;
56304952;-86.822424;33.475645;
56304955;-86.82206;33.475299;
56304965;-86.820744;33.476006;
56304988;-86.821805;33.474729;
56305091;-86.857527;33.498317;
56305093;-86.85681;33.497512;
56305097;-86.855863;33.496496;
56305099;-86.85492;33.495462;
56305102;-86.854711;33.495232;
56305207;-86.88737;33.487788;
56305414;-86.824342;33.484277;
56305460;-86.860677;33.432875;
56305462;-86.860202;33.43284;
56305673;-86.801585;33.496211;
56305714;-86.796145;33.561133;
56306079;-86.901602;33.497096;
56306092;-86.901274;33.497771;
56306102;-86.898013;33.49891;
56306218;-86.832769;33.499021;
56306610;-86.643369;33.579827;
56306616;-86.6421172;33.5798579;
56306817;-86.867703;33.505665;
56306818;-86.868367;33.505676;
56306820;-86.870084;33.505679;
56306823;-86.872196;33.505719;
56306824;-86.874302;33.505775;
56306829;-86.876451;33.505823;
56306928;-86.7601315;33.5286073;
56306931;-86.7603461;33.5281637;
56306946;-86.7596251;33.5281136;
56306957;-86.820029;33.475606;
56307136;-86.7146978;33.5326755;
56307822;-86.690251;33.606045;
56307823;-86.689998;33.605977;
56307953;-86.861537;33.488778;
56307978;-86.862345;33.48883;
56308307;-86.9221666;33.5065116;
56308356;-86.920943;33.507117;
56308928;-86.643136;33.572793;
56308941;-86.641269;33.57381;
56308971;-86.790167;33.489463;
56309095;-86.809234;33.48756;
56309123;-86.808103;33.487591;
56309130;-86.807008;33.487546;
56309262;-86.88321;33.485304;
56309272;-86.88151;33.485213;
56309526;-86.798605;33.52008;
56309764;-86.867489;33.430795;
56309849;-86.881402;33.463845;
56309927;-86.799415;33.495796;
56309994;-86.80305;33.559537;
56309997;-86.803055;33.559367;
56310043;-86.89732;33.479726;
56310044;-86.896351;33.479709;
56310883;-86.852693;33.506328;
56310994;-86.876454;33.504967;
56310996;-86.877002;33.504989;
56310999;-86.878771;33.505029;
56311063;-86.901489;33.477263;
56311064;-86.901495;33.477697;
56311071;-86.870098;33.50463;
56311077;-86.871626;33.504694;
56311483;-86.809231;33.489328;
56311497;-86.807006;33.488602;
56311513;-86.80226;33.490028;
56311604;-86.760825;33.542949;
56311667;-86.690972;33.603768;
56311669;-86.690757;33.603717;
56311747;-86.858968;33.488208;
56311785;-86.861169;33.488332;
56311789;-86.862979;33.488754;
56311829;-86.667021;33.555643;
56311830;-86.667038;33.556616;
56312013;-86.919886;33.506161;
56312045;-86.916648;33.506667;
56312058;-86.929285;33.508434;
56312093;-86.901197;33.48259;
56312100;-86.899713;33.482611;
56312156;-86.734035;33.620892;
56312157;-86.733881;33.620893;
56312275;-87.109639;33.591917;
56312295;-86.7465479;33.5450907;
56312296;-86.746295;33.545124;
56312349;-86.7461741;33.5977769;
56312393;-86.731463;33.526566;
56312402;-86.729292;33.527569;
56312404;-86.728881;33.527127;
56312665;-86.8247525;33.5393828;motorway_junction
56313190;-86.902993;33.497683;
56313194;-86.902664;33.497697;
56313197;-86.902221;33.497715;
56313200;-86.902062;33.497728;
56313457;-86.8671265;33.4293083;
56313656;-86.787152;33.491508;
56314257;-86.826201;33.513323;
56314264;-86.825615;33.512849;
56314473;-86.868384;33.506192;
56314488;-86.880775;33.504527;
56314493;-86.881807;33.504497;
56314497;-86.8161351;33.5044494;
56314550;-86.813726;33.504692;
56314556;-86.877018;33.503856;
56314558;-86.877011;33.504326;
56314587;-86.889248;33.504343;
56314589;-86.888985;33.503954;
56314607;-86.878636;33.503908;
56314629;-86.759282;33.526988;
56314630;-86.758789;33.527403;
56314710;-86.696091;33.620358;
56314747;-86.7185172;33.5306384;
56314748;-86.7184915;33.5308101;
56314752;-86.894647;33.45783;
56314781;-86.899789;33.499108;
56314879;-86.755105;33.542496;
56314887;-86.751059;33.542799;
56314957;-86.707888;33.602211;
56314961;-86.691951;33.601028;
56314962;-86.691735;33.600983;
56314980;-86.693089;33.598111;
56314983;-86.692554;33.597329;
56315274;-86.684358;33.661208;
56315275;-86.684221;33.662015;
56315353;-86.829472;33.523313;
56315366;-86.817563;33.522758;
56315418;-86.880848;33.495525;
56315476;-86.840729;33.45111;
56315575;-86.84636;33.519804;
56315994;-86.658064;33.610029;
56316004;-86.657325;33.610106;
56316058;-86.8771;33.480488;
56316140;-86.7100146;33.5794732;motorway_junction
56316141;-86.7072246;33.5807616;
56316168;-86.828563;33.531982;
56316226;-86.901735;33.497016;
56316440;-86.884372;33.460813;
56316465;-86.887215;33.459913;
56316564;-86.8297052;33.5527351;
56316885;-86.824942;33.512211;
56316958;-86.689197;33.579904;
56316960;-86.688677;33.579924;
56316989;-86.79752;33.520096;
56316999;-86.797874;33.519409;
56317153;-86.887911;33.503633;
56317154;-86.888429;33.503636;
56317165;-86.878643;33.503405;
56317170;-86.878654;33.502923;
56317440;-86.835402;33.52431;
56317579;-86.890323;33.503763;
56317580;-86.890094;33.503428;
56317730;-86.760311;33.54159;
56317742;-86.8841923;33.5067032;
56317748;-86.8820154;33.5078545;traffic_signals
56317899;-86.791847;33.508198;
56317923;-86.9308147;33.5047609;
56317933;-86.932046;33.504734;
56317944;-86.932046;33.503805;
56317967;-86.850577;33.441277;
56318048;-86.805076;33.536973;
56318053;-86.804895;33.536631;
56318120;-86.821928;33.523527;
56318131;-86.7584708;33.5461467;
56318145;-86.7293166;33.4395981;
56318157;-86.729668;33.439971;
56318190;-86.887448;33.48931;
56318256;-86.815167;33.498475;
56318299;-86.848404;33.517753;
56318388;-86.8235541;33.5148013;motorway_junction
56318389;-86.822745;33.512667;
56318596;-86.892573;33.508335;
56318696;-86.7791382;33.5467835;
56318700;-86.7789588;33.5473571;
56318743;-86.816716;33.538263;
56318852;-86.7954517;33.5127888;
56318854;-86.7952814;33.512856;
56318972;-86.827377;33.532245;
56318986;-86.822175;33.530609;
56319046;-86.837793;33.51334;
56319048;-86.836221;33.513322;
56319050;-86.83464;33.513309;
56319053;-86.838363;33.513503;
56319054;-86.838216;33.512959;
56319061;-86.837795;33.512762;
56319499;-86.85965;33.424276;
56319550;-86.859649;33.424639;
56320005;-86.902225;33.47278;
56320006;-86.902116;33.472709;
56320039;-86.737574;33.581376;
56320259;-86.708225;33.620994;
56320262;-86.708246;33.62056;
56320269;-86.681899;33.628365;
56320628;-86.75268;33.541672;
56320633;-86.752392;33.541021;
56320664;-86.754001;33.540551;
